Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2007	07	12		2007	07	12		a_été_présentée	Un diagnostic approfondi du sous-sol a été réalisé en date du 8 juin 2007, et une synthèse des résultats obtenus a été présentée le 12 juillet 2007 à l'Inspection des Installations Classées et à la DDASS (Direction Départementale des Affaires Sanitaires et Sociales).		'la DDASS'
2006	10	04		2006	10	04		d__une_visite_du	En conséquence, suite à ce constat par l'Inspection des Installations Classées lors d'une visite du 4/10/2006, il a été prescrit à l'exploitant, par arrêté préfectoral complémentaire n°18023 du 11/12/06, la réalisation d'un diagnostic approfondi, d'une évaluation détaillée des risques, et d'une surveillance piézométrique à approfondir sur la base d'une étude hydrogéologique.		
2003				2003				cet_incident	L'exploitant a indiqué que cet incident avait été constaté fin 2003.		
2000	08			2000	08			ont_été_remises	L'étape B de l'étude (investigations) ainsi que l'Évaluation Simplifiée des Risques (ESR) ont été remises en août 2000.		
1999	06			1999	06			L__étude_diagnostic	L'étude diagnostic (étape A) a été remise en juin 1999.		
2007	03			2007	03			Une_étude_a_été_remise	Une étude a été remise en mars 2007, "Étude en vue d'une proposition de stratégie de surveillance des eaux souterraines", afin de répondre à l'article 3 de l'arrêté préfectoral complémentaire précité.		
2000				2000				élaboré	- la mise à jour du schéma conceptuel élaboré en 2000 lors du diagnostic initial et de l'ESR,		'ESR'
2009	08	26		2009	08	26		Un_déversement_accidentel	Un déversement accidentel d'environ 12 m3 de fuel domestique a eu lieu le 26 août 2009 au-niveau de la pomperie du dépôt Est.	'fuel domestique'	
2008	05			2008	05			a_été_reçu	Le schéma conceptuel mis à jour a été reçu en mai 2008 et tient compte du dégazage des polluants volatils vers l'air ambiant ainsi que de leur migration par diffusion au travers des canalisations.	'polluants volatils'	
2003				2003				présente	- Le piézomètre (Pz) n°1 au sud-ouest du dépôt ouest présente depuis 2003 des concentrations significatives en hydrocarbures et BTEX, mais aucune cible potentielle n’a été identifiée ;	'hydrocarbures', 'BTEX'	
2009				2009				des_investigations_de_sol	Suite à cet accident, des investigations de sol et des eaux souterraines ont été conduites en 2009 afin de définir l'impact environnemental de la fuite de carburant.	'carburant'	
2010	01	07		2010	01	07		a_été_transmis	Un rapport de synthèse a été transmis le 7 janvier 2010 aux services de l'Inspection et fait état d'une absence de teneur notable en hydrocarbure dans les sols suite aux travaux de dépollution menés.	'hydrocarbure'	
1997				1997				ont_été_bétonnées	Les cuvettes de rétention du dépôt "ouest", initialement en terre, ont été bétonnées et étanchéifiées en 1997.		
2011				2011				des_prélèvements_effectués	Cependant des prélèvements effectués en 2011 au-niveau du dépôt Ouest mettent en évidence des teneurs significatives en hydrocarbures et en benzène au droit d'un des ouvrages analysés.	'hydrocarbures', 'benzène'	
2007	06	08		2007	06	08		Un_diagnostic_approfondi	Un diagnostic approfondi du sous-sol a été réalisé en date du 8 juin 2007, et une synthèse des résultats obtenus a été présentée le 12 juillet 2007 à l'Inspection des Installations Classées et à la DDASS (Direction Départementale des Affaires Sanitaires et Sociales).		'la DDASS'
