Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2011	08	24		2011	08	24		Les_travaux_de_dépollution	Les travaux de dépollution ont été réalisés 24 août 2011 par la société SITA Remediation.		'la société SITA Remediation'
2001				2001				du_diagnostic_initial	Après une première phase d'étude historique et de vulnérabilité réalisée en juin 2006, des investigations de terrains ont été menées en septembre 2006 afin de reconnaître des zones non investiguées lors du diagnostic initial de 2001.		
2014	10	15		2014	10	15		Le_rapport	Le rapport de l’inspection du 15 octobre 2014 avait pour objet d’éclairer le demandeur sur la procédure d’institution de servitudes d’utilités publiques sur d’anciens sites industriels, suite à un changement d’usage conformément à l’article R.512-12 du code de l’environnement.		
2006	06			2006	06			des_investigations_de_terrains	Après une première phase d'étude historique et de vulnérabilité réalisée en juin 2006, des investigations de terrains ont été menées en septembre 2006 afin de reconnaître des zones non investiguées lors du diagnostic initial de 2001.		
2007				2007				avait_mandaté	Dans le cadre de la vente du site prévue en 2007, la société ABB ENTRELEC avait mandaté SITA Remediation afin de réaliser un diagnostic complémentaire des sols et des eaux souterraines.		'la société ABB ENTRELEC', 'SITA Remediation'
2008	08	1		2008	08	1		un_dossier_de_cessation_d__activité	En application de l'article R.512-66-1 du code de l'environnement, la société ABB France a remis au préfet du Rhône, le 1er août 2008, un dossier de cessation d'activité.		'la société ABB France'
2007				2007				la_vente_du_site	Dans le cadre de la vente du site prévue en 2007, la société ABB ENTRELEC avait mandaté SITA Remediation afin de réaliser un diagnostic complémentaire des sols et des eaux souterraines.		'la société ABB ENTRELEC', 'SITA Remediation'
				2001	09	17		Un_diagnostic_de_sol_initial	Un diagnostic de sol initial, à la demande de ABB, a été effectué par ATE GEOCLEAN du 12 au 17 septembre 2001.		'ABB', 'ATE GEOCLEAN'
2008	08	1		2008	08	1		L__examen	L'examen du dossier de cessation d'activité et du diagnostic des sols, remis par ABB Medipole le 1er août 2008, a fait l'objet d'un rapport de l'inspection des installations classées en date du 1er février 2010.		'ABB Medipole'
2010	02	1		2010	02	1		a_fait_l__objet_d_	L'examen du dossier de cessation d'activité et du diagnostic des sols, remis par ABB Medipole le 1er août 2008, a fait l'objet d'un rapport de l'inspection des installations classées en date du 1er février 2010.		'ABB Medipole'
2019	10	03		2019	10	03		ont_été_prises	Les Servitudes d'utilité publique ont été prises le 3 octobre 2019.		
2014	05	16		2014	05	16		a_communiqué	Par courrier du 16 mai 2014, la société SETRIH/SETAE (maître d’œuvre) a communiqué à l’inspection des diagnostics environnementaux, un plan de gestion et une analyse des risques résiduels en vue du projet de construction de la clinique MEDIPOLE.		'la société SETRIH / SETAE', 'la clinique MEDIPOLE'
2010	08			2010	08			Des_investigations_complémentaires	Des investigations complémentaires ont ainsi été menées par ABB ENTRELEC en août 2010.		'ABB ENTRELEC'
2009	06	29		2009	06	29		a_été_cédé	Le terrain a été cédé le 29 juin 2009 au Grand Lyon.		'Grand Lyon'
2006	09			2006	09			des_investigations_de_terrains	Après une première phase d'étude historique et de vulnérabilité réalisée en juin 2006, des investigations de terrains ont été menées en septembre 2006 afin de reconnaître des zones non investiguées lors du diagnostic initial de 2001.		
2011	11	17		2011	11	17		a_demandé	Afin de pérenniser la situation, l'inspection des installations classées a demandé à la société ABB France, par courrier daté du 17 novembre 2011, de transmettre un dossier de servitudes imposant l'interdiction de l'utilisation d'eaux souterraines, l'imperméabilisation de la surface du site ainsi que l'imperméabilisation de la zone du puits perdu et la condamnation de l'ensemble des réseaux s'y rejetant.		'la société ABB France'
