Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2008	06	13		2008	06	13		Les_investigations_ont_été_menées	Les investigations ont été menées les 11, 12 et 13 juin 2008 dans le cadre de la réalisation de l'étude d'interprétation de l'état des milieux.		
								ont_été_excavées	- Les 6 et 7 janvier 2009, 655 T de terres polluées de la partie nord-ouest ont été excavées et envoyées au centre de traitement des déchets ultimes de SITA à Drambon.		'de SITA', 'Drambon'
								De_nouvelles_investigations_terrain	De nouvelles investigations terrain (47 sondages complémentaires) ont été réalisées les 3 et 4 mars 2008 et les résultats sont présentés dans le plan de gestion transmis à l'inspection des installations classées le 25 juin 2008.		
2009	01	07		2009	01	07		ont_été_excavées	- Les 6 et 7 janvier 2009, 655 T de terres polluées de la partie nord-ouest ont été excavées et envoyées au centre de traitement des déchets ultimes de SITA à Drambon.		'de SITA', 'Drambon'
2009	02	25		2009	02	25		ont_été_envoyées_en_stockage_direct	- Le 25 février 2009, 70,140 T de terres restantes au droit de l'ancienne fosse du sous-sol ont été envoyées en stockage direct au centre de traitement de SITA à Drambron.		'SITA'
				2009	03	23		a_été_mis_en_place	Elle indique que le pompage/traitement de la nappe en partie ouest a été mis en place par SERPOL du 8 janvier au 23 mars 2009.		'SERPOL'
								Les_investigations_ont_été_menées	Les investigations ont été menées les 11, 12 et 13 juin 2008 dans le cadre de la réalisation de l'étude d'interprétation de l'état des milieux.		
2008	10			2008	10			ont_été_excavées	- D'avril à octobre 2008, 3165 T de terres polluées de la partie ouest du site ont été excavées et envoyées au centre de traitement des déchets ultimes de SITA à Drambon.		'SITA', 'Drambon'
								ont_été_excavées	- D'avril à octobre 2008, 3165 T de terres polluées de la partie ouest du site ont été excavées et envoyées au centre de traitement des déchets ultimes de SITA à Drambon.		'SITA', 'Drambon'
2008	03	04		2008	03	04		De_nouvelles_investigations_terrain	De nouvelles investigations terrain (47 sondages complémentaires) ont été réalisées les 3 et 4 mars 2008 et les résultats sont présentés dans le plan de gestion transmis à l'inspection des installations classées le 25 juin 2008.		
1955	08	31		1955	08	31		de_déclaration	Ce site de 12 500 m² était occupé par deux bâtiments : l'ancien atelier RENAULT (non soumis à la règlementation des installations classées) donnant sur l'avenue du Léman et l'ancien bâtiment de la société DANC accessible par la rue de la Côte (récépissé de déclaration du 31 août 1955, du 11 septembre 1974 et arrêté préfectoral du 11 septembre 1974).		'RENAULT', 'la société DANC'
2008	03			2008	03			des_investigations_sols	Des prélèvements d'eau en fond de fouille ont été réalisés lors des investigations sols de mars 2008.		
2007	03	21		2007	03	21		la_réalisation_d__investigations_complémentaires	La commune d'Annemasse, par l'intermédiaire d'un arrêté municipal du 21 mars 2007, a demandé au groupe OMNIUM FINANCE la réalisation d'investigations complémentaires afin de s'assurer de l'adéquation entre l'état du sous-sol et le futur projet immobilier.		'groupe OMNIUM FINANCE'
2009	01			2009	01			excavations	- L'état résiduel au niveau de l'ancien sous-sol en mars 2009 suite aux excavations de janvier 2009 montre qu'il reste des contaminations : cyanures totaux (14 mg/kg MS), cadmium (16,3 mg/kg MS), chrome (292 mg/kg MS), cuivre (46,2 mg/kg MS), nickel (287 mg/kg MS), zinc (386 mg/kg MS).	'cyanures totaux', 'cadmium', 'chrome', 'cuivre', 'nickel', 'zinc'	
