Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
1996	06			1996	06			ont_été_remises	Suite à cette étude et à la demande de l’administration, en 1994, une étude complémentaire sur les risques a été réalisée et des propositions précises de réhabilitation de l’ancienne décharge ont été remises par l’exploitant en juin 1996.		
2011	12	30		2011	12	30		l__actualisation	La société IEP a remis le 30.12.2011 l'actualisation de son mémoire au Préfet.		'La société IEP'
1982				1982				pris	Un arrêté préfectoral pris en 1982 a imposé à la Société PCUK de procéder au réaménagement de la lagune et d'assurer un contrôle par piézomètre de la nappe.		'la Société PCUK'
2011	05			2011	05			première_demande_de_complément	Après l’examen de ce mémoire par l’inspection, qui faisait suite à une première demande de complément de mai 2011,  il y apparaissait encore des insuffisances qui ne permettaient pas de valider les conclusions et les propositions de l'exploitant.		
2011	05			2011	05			l__examen	Après l’examen de ce mémoire par l’inspection, qui faisait suite à une première demande de complément de mai 2011,  il y apparaissait encore des insuffisances qui ne permettaient pas de valider les conclusions et les propositions de l'exploitant.		
2010	12	21		2010	12	21		a_transmis	Le 21 décembre 2010 IEP a transmis au préfet de l’Oise un mémoire de réhabilitation relatif à la cessation d’une partie de ses installations conformément à son arrêté.		'IEP'
2014				2014				des_éléments	Début 2014, IEP a souhaité communiquer à l'administration des éléments que la société annonçait comme nouveaux et pouvant remettre en cause les conclusions précédentes sur l'état environnemental du site, dont elle concluait qu'une dépollution totale du site à la charge de l’État était nécessaire.		'IEP'
1991				1991				une_étude	A l’initiative de la Société GENERAL ELECTRIC PLASTICS une étude d’évacuation des pollutions des sols et de faisabilité de la réhabilitation a été menée en 1991 et transmise à l’administration en 1992.		'la Société GENERAL ELECTRIC PLASTICS'
1997	06	19		1997	06	19		a_été_prescrit	Un programme de surveillance à long terme et de réhabilitation, de l’ancienne décharge interne, comportant un confinement associé à un traitement des eaux contaminées extraites a été prescrit par voie d’arrêté préfectoral en date du 19 juin 1997.		
2011	05	24		2011	05	24		rendait_compte	Dans son courrier du 24 mai 2011, l’inspection des installations classées rendait compte à la société IEP de ses remarques sur le mémoire.		'la société IEP'
2016	06			2016	06			devraient_être_connus_d_	Les résultats de cette première campagne devraient être connus d'ici fin juin 2016, et seront communiqués aux acteurs locaux concernés par le Préfet de l'Oise et la DREAL		'le Préfet', 'la DREAL'
2011	09	02		2011	09	02		a_adressé_une_actualisation	En réponse à ces remarques, la société IEP a adressé une actualisation du mémoire de réhabilitation au Préfet le 02/09/2011.		'la société IEP'
1994				1994				une_étude_complémentaire_sur_les_risques	Suite à cette étude et à la demande de l’administration, en 1994, une étude complémentaire sur les risques a été réalisée et des propositions précises de réhabilitation de l’ancienne décharge ont été remises par l’exploitant en juin 1996.		
2008				2008				a_été_rachetée	La société SABIC a été rachetée et renommée IEP fin 2008, seules les activités couvertes par les rubriques 2160.1, 2260, 2560, 2661.1, 2661.2, 2662, 2910, 2920.1, 2920.2 et 2921.1 étant dans un premier temps poursuivies.		'La société SABIC', 'IEP'
1997				1997				le_confinement	Durant le second semestre 1997, le confinement de l’ancienne décharge a été réalisé avec notamment la mise en place d’une paroi moulée et d’une couverture sur la zone confinée.		
