Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2005				2005				a_été_mis_en_liquidation_judiciaire	Le site a été mis en liquidation judiciaire au printemps 2005.		
2006				2006				Les_différentes_visites	Les différentes visites sur le sites effectuées suite aux évènements de l'été 2006, on aussi permis de constater la présence de nombreux déchets (DIB, DIS) sur le site.	'la présence de nombreux déchets', 'DIB'	
2009	06	24		2009	06	24		a_constaté	Au 24/06/2009 l'inspection a constaté que l'évacuation des déchets n'était pas terminé (environ 1/3 des déchets dangereux ont été évacués).	'des déchets dangereux'	
2005				2005				a_été_pris	Compte tenu de la cessation d'activité par suite de liquidation judiciaire au printemps 2005, un arrêté préfectoral de mise en demeure de remettre un mémoire sur l'état du site a été pris par monsieur le préfet de même qu'une surveillance des eaux souterraines.		'le préfet'
2016				2016				Des_travaux_d__excavation	Des travaux d'excavation ont été entrepris en 2016 pour retirer l'impact principal en hydrocarbures totaux au niveau de l'ancien local chaudière.	'hydrocarbures totaux'	
2016				2016				complété	Un dossier de cessation d'activité a été remis en 2015 et complété en 2016.		
								Un_changement_de_procédé	Un changement de procédé conduisant à l'utilisation d'encres à l'eau a été réalisé au 3ème trimestre 2002.		
2005	07			2005	07			Le_diagnostic	Le diagnostic et l'évaluation ont été remis dans leur ensemble en juillet 2005 à l'inspection des installations classées.		
2002				2002				Un_changement_de_procédé	Un changement de procédé conduisant à l'utilisation d'encres à l'eau a été réalisé au 3ème trimestre 2002.		
2016				2016				a_été_remis	Un dossier de cessation d'activité a été remis en 2015 et complété en 2016.		
2006	07			2006	07			un_incident	En juillet 2006, un incident lors du démentèlement de deux cuves à entrainé déversement de fluide dans le réseau communal.		
2015				2015				a_été_remis	Un dossier de cessation d'activité a été remis en 2015 et complété en 2016.		
2001	11	26		2001	11	26		a_été_pris_le	Un arrêté préfectoral a été pris le 26 novembre 2001 pour exiger un diagnostic initial et une Evaluation Simplifiée des Risques de pollution.		
2006				2006				évènements_de_l_	Les différentes visites sur le sites effectuées suite aux évènements de l'été 2006, on aussi permis de constater la présence de nombreux déchets (DIB, DIS) sur le site.	'la présence de nombreux déchets', 'DIB'	
