Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2015	07			2015	07			la_cessation_définitive_et_totale_d__activité	Les activités de l’aciérie, puis des laminoirs 1 et 2 ont été successivement arrêtées entre 2011 et 2013, avant que la cessation définitive et totale d’activité du site ne soit effective en juillet 2015.		
2015	07			2015	07			Les_activités	Les activités de l’aciérie, puis des laminoirs 1 et 2 ont été successivement arrêtées entre 2011 et 2013, avant que la cessation définitive et totale d’activité du site ne soit effective en juillet 2015.		
2011	05	27		2011	05	27		relevait_de	Cet établissement relevait de la réglementation relative aux installations classées pour la protection de l’environnement et avait été autorisé en dernier lieu par l’arrêté préfectoral n°2011-147-0024 du 27 mai 2011.		
2002				2012				Plusieurs_diagnostics_environnementaux	Plusieurs diagnostics environnementaux ont été conduits entre 2002 et 2012 au droit du lot 2, dont les résultats ont été consolidés dans un rapport de synthèse fourni par la société ASCO INDUSTRIES en février 2014.		'la société ASCO INDUSTRIES'
2015	09			2015	09			première_visite	première visite en septembre 2015, afin de vérifier les conditions de sa mise en sécurité, une seconde le		
2011				2013				Les_activités	Les activités de l’aciérie, puis des laminoirs 1 et 2 ont été successivement arrêtées entre 2011 et 2013, avant que la cessation définitive et totale d’activité du site ne soit effective en juillet 2015.		
2015	09	30		2015	09	30		a_été_notifiée	Celle-ci a été notifiée à Monsieur le Préfet de l’Isère par courrier en date du 30 septembre 2015.		'le Préfet de l’ Isère'
2015	02			2015	02			a_été_acceptée	Cette proposition a été acceptée par la DREAL en février 2015, ce qui implique une réhabilitation progressive du site en fonction des lots et du degré de maturité des projets industriels afférents.		'la DREAL'
2015	06			2015	06			18_sondages_complémentaires	La société ASCO INDUSTRIES a de fait mandaté le bureau d’études INGEOS, qui a opéré 18 sondages complémentaires à la tarière mécanique en juin 2015.		'La société ASCO INDUSTRIES', 'INGEOS'
2016	01			2016	01			des_mesures	Afin de compléter les données collectées sur les sols et les dallages bétons, des mesures de la qualité de l’air ambiant ont été réalisées en janvier 2016 à l’intérieur du bâtiment ayant abrité le laminoir II, l’objectif in fine demeurant de vérifier la compatibilité sanitaire du site avec la présence quotidienne des employés de la société CCB.		'la société CCB'
2016	01			2016	01			opérés	opérés en janvier 2016, concluant à l’absence de risque inacceptable pour les futurs usagers du		
2015	07			2015	07			ont_été_successivement_arrêtées	Les activités de l’aciérie, puis des laminoirs 1 et 2 ont été successivement arrêtées entre 2011 et 2013, avant que la cessation définitive et totale d’activité du site ne soit effective en juillet 2015.		
2014	02			2014	02			ont_été_consolidés	Plusieurs diagnostics environnementaux ont été conduits entre 2002 et 2012 au droit du lot 2, dont les résultats ont été consolidés dans un rapport de synthèse fourni par la société ASCO INDUSTRIES en février 2014.		'la société ASCO INDUSTRIES'
2015	11			2015	11			créés	Il est composé de plusieurs piézomètres, dont deux, spécifiquement créés en novembre 2015 sur demande de la DREAL, sont implantés en aval hydraulique du lot 2 (PZ11 et PZ12, le premier étant situé à l’extrémité Ouest du lot 2, le long de la route).		
