Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2013	04	02		2013	04	02		____Diagnostic_environnemental_complémentaire	=> Diagnostic environnemental complémentaire (rapport DIASTRATA du 02/04/2013)		'DIASTRATA'
2012	05			2012	05			____Diagnostic_initial	=> Diagnostic initial (mai 2012)		
2012	04	24		2012	04	24		Un_prélèvement_a_été_effectué	Un prélèvement a été effectué, le 24 avril 2012 dans la cuve enterrée située au fond de la fosse dans le bâtiment.		
2013	05	21		2013	05	21		et_les_prélèvements	Les mesures piézométriques réalisées le 29 mars et le 21 mai et les prélèvements des 11 mars et 21 mai 2013 ont mis en évidence les points suivants :		
2012	04			2012	04			a_été_communiqué	A l'issue du diagnostic réalisé en avril 2012, un rapport complémentaire a été communiqué à l'inspection des installations classées le 28 juin 2012 portant sur la réalisation de travaux d'excavation et le traitement de terres polluées ainsi que des analyses de fond de fouille.		
2012	06			2012	06			ont_été_excavés	Les sols significativement contaminés aux hydrocarbures de type huiles dans la zone d’entreposage de la benne à copeaux (forages F2, F3) ont été excavés en juin 2012 jusqu’à 2,3 m de profondeur au maximum.	'hydrocarbures', 'type huiles', 'copeaux'	
1992	03	31		1992	03	31		délivré	Elle bénéficiait d'un récépissé de déclaration délivré le 31 mars 1992 pour cette activité classée sous la rubrique 282 2°.		
1992				1992				création_du_bâtiment_existant	L'étude historique date la création du bâtiment existant à 1991-1992, avec l'exercice depuis l'origine d'une activité de travail mécanique des métaux.		
2011	09	27		2011	09	27		avoir_libéré	En réponse à cette demande, la société FOC TRANSMISSIONS qui a repris le fond de la société MANQUAT depuis 1997, a indiqué dans son courrier du 11 mai 2012 avoir libéré les locaux du 39 rue Saillant le 27 septembre 2011.		'la société FOC TRANSMISSIONS', 'la société MANQUAT'
2012	06	26		2012	06	26		Travaux_de_dépollution	=> Travaux de dépollution et de diagnostic complémentaire du 26 juin 2012		
2013	03	11		2013	03	11		Campagne	Campagne du 11 mars 2013 :absence de contamination en hydrocarbures totaux, absence de contamination aux BTEX et au naphtalène de la nappe phréatique au droit du site, présence de traces de solvants chlorés (tétrachloroéthylène).	'hydrocarbures totaux', 'BTEX', 'naphtalène', 'solvants chlorés', 'tétrachloroéthylène'	
2012	04	06		2012	04	06		a_invité_par_courrier	L'inspection des installations classées a été informée de la libération des locaux occupés et a invité par courrier, le 6 avril 2012, l'exploitant à effectuer la déclaration de cessation de son activité conformément aux dispositions des articles R512-66-1 du code de l'Environnement.		
2013				2014				les_5_campagnes_de_mesures	En effet sur les 5 campagnes de mesures réalisées après les travaux (entre 2013 et 2014), on constate  :		
								et_les_prélèvements	Les mesures piézométriques réalisées le 29 mars et le 21 mai et les prélèvements des 11 mars et 21 mai 2013 ont mis en évidence les points suivants :		
2012	06	28		2012	06	28		un_diagnostic_complémentaire	En complément, le 28 juin 2012 la société FOC TRANSMISSIONS a communiqué à l'inspection des installations classées un diagnostic complémentaire d'analyses de sols à l'issue de travaux d'excavation de certaines terres polluées ; puis le 4 septembre 2012 le rapport de fin de travaux et les bordereaux de suivis de déchets correspondants.		'la société FOC TRANSMISSIONS'
1997				1997				a_repris	En réponse à cette demande, la société FOC TRANSMISSIONS qui a repris le fond de la société MANQUAT depuis 1997, a indiqué dans son courrier du 11 mai 2012 avoir libéré les locaux du 39 rue Saillant le 27 septembre 2011.		'la société FOC TRANSMISSIONS', 'la société MANQUAT'
2012	06			2012	06			forage_F4___ont_été_excavés	Les sols contaminés par des hydrocarbures dans une zone d’infiltration des eaux de ruissellement (forage F4) ont été excavés en juin 2012 jusqu’à 0,5 m de profondeur.	'hydrocarbures'	
2012	04			2012	04			du_diagnostic_réalisé	A l'issue du diagnostic réalisé en avril 2012, un rapport complémentaire a été communiqué à l'inspection des installations classées le 28 juin 2012 portant sur la réalisation de travaux d'excavation et le traitement de terres polluées ainsi que des analyses de fond de fouille.		
2013	02	05		2013	02	05		a_ensuite_prescrit	Sur la base des différents rapports et diagnostics fournis, un arrêté préfectoral, daté du 5 février 2013, a ensuite prescrit :		
2012	04	24		2012	04	24		ont_été_réalisés___campagne	Lors du diagnostic environnemental initial (rapport DIASTRATA n° RP/1169073-01/B du 26-06-2012), 5 forages au carottier battu ont été réalisés (campagne d’investigations du 24 avril 2012) et 7 échantillons de sol ont été analysés.		'DIASTRATA'
1991				1991				création_du_bâtiment_existant	L'étude historique date la création du bâtiment existant à 1991-1992, avec l'exercice depuis l'origine d'une activité de travail mécanique des métaux.		
2012	05	11		2012	05	11		déclare_laisser_les_locaux_vides	Dans son courrier du 11 mai 2012, la société FOC TRANSMISSIONS déclare laisser les locaux vides, avoir revendu les machines et justifie de l'élimination des huiles et liquides organiques avec les bordereaux de suivi de déchets à l'appui.	'des huiles', 'liquides organiques'	'la société FOC TRANSMISSIONS'
2018	06	15		2018	06	15		rapport	=>Procédure de cessation d'activité : clôture de la procédure suite au rapport de l'inspection des installations classées du 15 juin 2018 :		
