Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2015	02	18		2015	02	18		la_visite	Par mail du 24 février 2015, faisant suite à la visite d'inspection du 18 février 2015, le cabinet d'étude A.		
2014	05	20		2014	05	20		l__arrêt_définitif	Par courrier du 20 mai 2014, la société AMPCO METAL a notifié au Préfet de la Loire l'arrêt définitif de l'activité de fonderie sur le site de la commune d'unieux en précisant que l'arrêt est effectif depuis juillet 2013 et que l'activité de travail des métaux est maintenue.		'la société AMPCO METAL', 'Préfet de la Loire'
								est_identifié	 environnement, il est identifié un impact en hydrocarbures aromatiques polycycliques en Pz4, l'exploitant devra effectuer un sondage de dimensionnement de cette pollution, sous un délai de 2 mois,	'en hydrocarbures aromatiques polycycliques en Pz4'	
								devront_également_être_réalisés	Afin de compléter la connaissance de l'état des sols des sondages de dimensionnement de la pollution en S2 devront également être réalisés dans le cadre de l'élaboration du plan de gestion, sous un délai de 2 mois.		
				1986				était_occupé	Le site était occupé par les Etablissements CREUSOT LOIRE jusqu’en 1986, cette société exerçait une activité d’aciéries et de forges.		'les Etablissements CREUSOT LOIRE'
2011	04			2011	04			Un_diagnostic_de_pollution_réalisé	- Un diagnostic de pollution réalisé en avril 2011		
2013	07			2013	07			l__arrêt_est_effectif	Par courrier du 20 mai 2014, la société AMPCO METAL a notifié au Préfet de la Loire l'arrêt définitif de l'activité de fonderie sur le site de la commune d'unieux en précisant que l'arrêt est effectif depuis juillet 2013 et que l'activité de travail des métaux est maintenue.		'la société AMPCO METAL', 'Préfet de la Loire'
2014	05	26		2014	05	26		un_diagnostic_de_site	Dans le cadre de la cessation définitive de l'activité fonderie exercée sur le site la société AMPCO METAL a transmis, le 26 mai 2014, à la DREAL un diagnostic de site réalisé par le bureau d'études A.		'la société AMPCO METAL', 'la DREAL'
2003	02	03		2003	02	03		Inondation___a_été_prescrit	L’arrêté du n°05-06 du 1er février 2006 modifié par l’arrêté du 05 février 2007 indique que le PPRNPI (Plan Prévention des Risques Naturels Prévisibles Inondation) a été prescrit le 03/02/2003.		
2014				2014				le_diagnostic	- dans le diagnostic de 2014 mené par le bureau d'étude A.		
								la_réalisation	En conséquence, l’inspection des installations classées propose à Monsieur le Préfet de la Loire de prescrire à l'encontre de la société AMPCO METAL, conformément à l'article R. 512-39-1 du code de l'environnement, la réalisation, dans un délai de 2 mois, d’un mémoire de réhabilitation conforme à l'article R. 512-39-3 du code de l’environnement permettant d'assurer la protection des intérêts mentionnés à l'article L. 511-1 du code de l'environnement compte tenu de l'usage futur du site de type industriel ou assimilé et de réaliser la surveillance, dans un délai de 2 mois, des eaux superficielles afin de mesurer l'impact des activités du site sur la qualité de celles-ci.		'le Préfet', 'la Loire', 'la société AMPCO METAL'
