Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2008	12	24		2008	12	24		a_transmis	Le 24 décembre 2008 la communauté d'agglomération a transmis le rapport de campagne du 2ème semestre 2008 concernant la surveillance des eaux souterraines accompagné d'un bilan 2002-2008.		
2001	12			2001	12			l__étude_préliminaire_des_risques	Après quelques discussions visant à préciser les responsabilités des acteurs, en raison notamment d'une vente du site à la Communauté d'Agglomération des Pays Rochefortais, l’étude préliminaire des risques (étape A) a été déposée en décembre 2001.		
1918				1918				ont___semble__t__il___débuté	Les activités ont, semble-t-il, débuté en 1918.		
2001	03	19		2001	03	19		__notifie_l__arrêt_définitif	La société ROL TECH, représentée par la société PLYSOROL, notifie l’arrêt définitif le 19 mars 2001.		'La société ROL TECH', 'la société PLYSOROL'
2003	11	27		2003	11	27		Une_visite_de_récolement	Une visite de récolement, effectuée le 27 novembre 2003, a permis de constater que les travaux prévus par les études avaient bien été réalisés.		
2005	04			2005	04			des_travaux_complémentaires_de_dépollution	Les travaux de décontamination, qui ont été rapportés dans un dossier de récolement des travaux complémentaires de dépollution d'avril 2005, ont consisté :		
2005	08	04		2005	08	04		a_été_mise_en_place	La surveillance des eaux souterraines a été mise en place par arrêté préfectoral du 4 août 2005, sur 6  piézomètres : PZ2 (amont du site), PZ1 bis (aval),  PZ3 (aval latéral), et PZ4, PZ5, PZ6 (au droit de la zone des dérouleuses).		
2005	04			2005	04			Les_travaux_de_décontamination	Les travaux de décontamination, qui ont été rapportés dans un dossier de récolement des travaux complémentaires de dépollution d'avril 2005, ont consisté :		
2002	12	20		2002	12	20		ont_signé_conjointement	Le maître d’ouvrage (Président de la communauté d'agglomération) et le mandataire des travaux d’enlèvement des déchets et de nettoyage du site (groupement GRS VALTECH) ont signé conjointement un procès-verbal de réception le 20 décembre 2002.		'GRS VALTECH'
2001	01	08		2001	01	08		a_été_mise_en_demeure	Par suite d’une décision de fermeture, et dans la mesure où la notification de cessation d'activité prévue par l’article 34.1 du décret n° 77.1133 du 21 septembre 1977 modifié n'avait pas été réalisée, la société ROL TECH a été mise en demeure de le faire par arrêté préfectoral du 8 janvier 2001.		'la société ROL TECH'
2004	09	02		2004	09	02		ont_été_mises_en_place_par_acte_authentique	Un semi-confinement ayant été réalisé sur la zone 13 (ancien emplacement des dérouleuses), des servitudes particulières ont été mises en place par acte authentique du 2 septembre 2004, pour sa préservation.		
2009	05	11		2009	05	11		a_été_levée	La prescription imposée relative à la surveillance des eaux souterraines a été levée par arrêté du 11 Mai 2009.		
1968	01	22		1968	01	22		a_été_délivré	Un récépissé de déclaration a été délivré le 22 janvier 1968 au bénéfice de la Société des Bois Déroulés Océan.		'la Société des Bois Déroulés Océan'
