Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2006	02	06		2006	02	06		a_été_émis	L'arrêté préfectoral complémentaire a été émis le 06/02/2006.		
1997	06	03		1997	06	03		sont_autorisées	Ces activités sont autorisées par arrêté préfectoral du 26/02/1986 modifié en dernier lieu le 03/06/1997.		
2005	07	20		2005	07	20		Le_complément_d__étude	Le complément d'étude a été remis le 20/07/2005 et fait apparaître notamment des zones où le sol est pollué en surface et la présence d'une nappe d'eau souterraine au droit du site :		
2007	10	10		2007	10	10		un_rapport_d__intervention	Par courrier du 12/10/2007, La SCI ALYS a transmis à la Préfecture, un rapport d'intervention datant du 28/09/2007, concernant un diagnostic de pollution de la nappe phréatique et des sols, ainsi qu'un dossier de cessation d'activités du 10/10/2007.		'La SCI ALYS', 'la Préfecture'
2004	04	22		2004	04	22		a_transmis	L’exploitant a transmis les résultats de l’ESR le 22/04/2004 à l’inspection de l'environnement appelant plusieurs observations de la part de celle-ci dans son rapport du 30/08/2004.		
2007	10	10		2007	10	10		a_été_complété	Le réseau piézométrique a été complété par l'implantation de deux piézomètres PZ2 (sud du site) et PZ3 (nord du site) le 10/10/2007.		
2007	10	10		2007	10	10		cessation_d__activités	Par courrier du 12/10/2007, La SCI ALYS a transmis à la Préfecture, un rapport d'intervention datant du 28/09/2007, concernant un diagnostic de pollution de la nappe phréatique et des sols, ainsi qu'un dossier de cessation d'activités du 10/10/2007.		'La SCI ALYS', 'la Préfecture'
2007	09	13		2007	09	13		Les_travaux_d__excavation	Les travaux d'excavation ont été réalisés le 13/09/2007.		
2007	10	10		2007	10	10		l__implantation	Le réseau piézométrique a été complété par l'implantation de deux piézomètres PZ2 (sud du site) et PZ3 (nord du site) le 10/10/2007.		
2007	09	28		2007	09	28		un_rapport_d__intervention	Par courrier du 12/10/2007, La SCI ALYS a transmis à la Préfecture, un rapport d'intervention datant du 28/09/2007, concernant un diagnostic de pollution de la nappe phréatique et des sols, ainsi qu'un dossier de cessation d'activités du 10/10/2007.		'La SCI ALYS', 'la Préfecture'
2005	12	22		2005	12	22		d__un_redressement_par_cession	La société ERTOL a bénéficié d'un redressement judiciaire par décision du Tribunal de Commerce de Lyon le 18/10/2005 et d'un redressement par cession par décision du Tribunal de Commerce de Villefranche Tarare le 22/12/2005.		'La société ERTOL', 'Tribunal de Commerce de Lyon'
2005	03	07		2005	03	07		un_courrier	Par ailleurs, un courrier en date du 07/03/2005 de l'exploitant a confirmé l'évacuation des déchets présents sur le site (fûts d'huiles usagées, fûts de boue d'hydroxyde d'aluminium, fûts vides souillés et 2 transformateurs électriques hors services contenant du PCB/PCT) dans les filières adaptées.	"boue d'", "hydroxyde d' aluminium", 'fûts vides souillés', 'du PCB / PCT'	
