Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
1985				1985				est_rachetée	En 1985, la Ouatose est rachetée par la branche hygiène du groupe Boussac Saint Frères, puis en 1986, la société Sodipan Nokia rachète la seule partie de l'usine située sur le terrain étudié qui devient Sodipan Grenoble.		'la Ouatose', 'groupe Boussac', 'la société Sodipan Nokia', 'Sodipan Grenoble'
1997				1997				sa_cessation_d__activité	En 1997, Sodipan Grenoble déclare sa cessation d'activité (courrier à la préfecture du 29 mai 1997) et produit un mémoire de cessation d'activité en date du 15 juillet 1997.		'Sodipan Grenoble'
2011	02			2011	02			plusieurs_campagnes_de_sondages_réalisées	La caractérisation de l'état des sols du site a été effectuée suite à plusieurs campagnes de sondages réalisées en 2007, juin 2009, octobre 2009, novembre 2010 et février 2011 qui ont conduit à la réalisation de plus de 40 prélèvements.		
2009	10			2009	10			a_été_effectuée	La caractérisation de l'état des sols du site a été effectuée suite à plusieurs campagnes de sondages réalisées en 2007, juin 2009, octobre 2009, novembre 2010 et février 2011 qui ont conduit à la réalisation de plus de 40 prélèvements.		
2011				2011				Les_prélèvements_effectués_sur_site	Les prélèvements effectués sur site au cours du second semestre 2011 ayant montré pour certains points des concentrations en composés volatils légèrement supérieures à celles prises en compte dans l'analyse résiduelle des risques réalisée en 2010, une nouvelle évaluation a été réalisée à partir des données réactualisées.	'composés volatils'	
2007	08	30		2007	08	30		__Diagnostic_environnemental	Cette activité s'arrête en 2006, la déclaration de cessation d'activité est faite par la transmission d'un rapport intitulé « Diagnostic environnemental Ancienne Usine Sodipan-Ouatose », reçu par l'inspection des installations classées le 30 août 2007.		'Usine Sodipan'
1997	07	15		1997	07	15		sa_cessation_d__activité	En 1997, Sodipan Grenoble déclare sa cessation d'activité (courrier à la préfecture du 29 mai 1997) et produit un mémoire de cessation d'activité en date du 15 juillet 1997.		'Sodipan Grenoble'
2006				2006				s__arrête	Cette activité s'arrête en 2006, la déclaration de cessation d'activité est faite par la transmission d'un rapport intitulé « Diagnostic environnemental Ancienne Usine Sodipan-Ouatose », reçu par l'inspection des installations classées le 30 août 2007.		'Usine Sodipan'
2010	11			2010	11			plusieurs_campagnes_de_sondages_réalisées	La caractérisation de l'état des sols du site a été effectuée suite à plusieurs campagnes de sondages réalisées en 2007, juin 2009, octobre 2009, novembre 2010 et février 2011 qui ont conduit à la réalisation de plus de 40 prélèvements.		
1964				1964				est_recensée	Une activité industrielle est recensée sur le site depuis 1964 : à cette date, la société La Ouatose, qui exploite depuis 1929 une usine de fabrication de ouate de cellulose au sud-ouest de la zone, dépose un permis de construire pour agrandir son usine sur ce terrain alors agricole, dans le but de stocker et transformer ses produits et produire des papiers à usage sanitaire.	'ouate de cellulose'	'la société La Ouatose'
2006				2006				la_déclaration	Cette activité s'arrête en 2006, la déclaration de cessation d'activité est faite par la transmission d'un rapport intitulé « Diagnostic environnemental Ancienne Usine Sodipan-Ouatose », reçu par l'inspection des installations classées le 30 août 2007.		'Usine Sodipan'
								les_travaux_de_dépollution	Par ailleurs, des contrôles de la qualité des eaux souterraines au droit du site ont été effectués toutes les 2 semaines pendant et après les travaux de dépollution, ces mesures n'ont pas mis en évidence d'impact, les concentrations dans l'eau en hydrocarbures, BTEX, HAP, PCB et COHV étant inférieures ou proches des limites de détection du laboratoire.	'hydrocarbures', 'BTEX', 'HAP', 'PCB', 'COHV'	
				2011	12	15		Les_travaux_d__excavation	Les travaux d'excavation des terres des zones 1 et 2 et de comblement du puits d'usine se sont déroulés du 12 au 15 décembre 2011.		
2011	02			2011	02			a_été_effectuée	La caractérisation de l'état des sols du site a été effectuée suite à plusieurs campagnes de sondages réalisées en 2007, juin 2009, octobre 2009, novembre 2010 et février 2011 qui ont conduit à la réalisation de plus de 40 prélèvements.		
1986				1986				rachète	En 1985, la Ouatose est rachetée par la branche hygiène du groupe Boussac Saint Frères, puis en 1986, la société Sodipan Nokia rachète la seule partie de l'usine située sur le terrain étudié qui devient Sodipan Grenoble.		'la Ouatose', 'groupe Boussac', 'la société Sodipan Nokia', 'Sodipan Grenoble'
