Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2010	04	15		2010	04	15		a_été_complété	Celui-ci a été complété les 15 avril 2010 et 14 octobre 2011.		
2010				2010				ont_intégré	En 2010, les sociétés suivantes ont intégré les bâtiments :		
2012	09			2012	09			Les_travaux_ont_été_finalisés	Les travaux ont été finalisés en septembre 2012.		
1947				1947				avait_démarré_son_activité	La société FRIEDRICH avait démarré son activité sur le site situé en bord de Loire, rue de la Basse-Ile, à Rezé en 1947.		'La société FRIEDRICH'
2009	06			2009	06			a_cessé_ses_activités	La société a cessé ses activités fin juin 2009.		
2012	10	15		2012	10	15		a_procédé_à_une_visite	Le 15 octobre 2012, l'inspecteur des installations classées a procédé à une visite du site, accompagné de la responsable hygiène-sécurité-environnement de la société CASTEL.		'la société CASTEL'
2011	10	14		2011	10	14		a_été_complété	Celui-ci a été complété les 15 avril 2010 et 14 octobre 2011.		
2009	10	27		2009	10	27		a_été_transmis	Le 27 octobre 2009, un mémoire de cessation d'activités a été transmis aux services de la préfecture.		
2007	01			2007	01			a_racheté	Nantes Métropole a racheté les 2,5 m de terrain situés en bordure de Loire en janvier 2007.		'Nantes Métropole'
2007	01			2007	01			situés	Nantes Métropole a racheté les 2,5 m de terrain situés en bordure de Loire en janvier 2007.		'Nantes Métropole'
2012	11	12		2012	11	12		a_été_rédigé	Le rapport de l'inspection des installations classées relatif à la cessation des activités exercées et valant procès-verbal de récolement des travaux de réhabilitation a été rédigé le 12/11/2012.		
2009	10	27		2009	10	27		transmis	- la remise en état correspond aux engagements pris par l'exploitant dans son dossier relatif à la cessation des activités transmis le 27 octobre 2009 puis complété les 15 avril 2010 et 14 octobre 2011,		
2005	06	13		2005	06	13		avait_été_autorisée_à_poursuivre_ses_activités	La société avait été autorisée à poursuivre ses activités par arrêté préfectoral d'autorisation du 13 juin 2005.		
2009	04	27		2009	04	27		cette_cessation_d__activités	L'exploitant a déclaré cette cessation d'activités par courrier du 27 avril 2009.		
2009	10	27		2009	10	27		a_informé	Par courrier du 27 octobre 2009, l'exploitant a informé les services de la préfecture des actions mises en œuvre afin de respecter les dispositions prévues par le code de l'environnement (interdiction et suppression d'accès, transfert des stocks et des outils de travail, évacuation des déchets, suppression des risques d'incendie et d'explosion).		
2008	05	1		2008	05	1		une_transmission_universelle_de_patrimoine	Le 1er mai 2008, la société a fait l'objet d'une transmission universelle de patrimoine au profit de la SAS CASTEL FRERES.		'la SAS CASTEL FRERES'
