Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2003				2003				ont_alors_été_réglementées	Suite à l’installation d’une troisième rotative en 2003, les activités ont alors été réglementées par l’arrêté préfectoral du 23/01/2004 qui s’est substitué aux prescriptions techniques des deux précédents arrêtés.		
2017	03	07		2017	03	07		a_été_envoyé	Suite au courrier du 24/01/2017 de l’inspection des installations classées demandant des compléments, une nouvelle version a été envoyé le 07/03/2017 (version 3 datée du 17/02/2017).		
2017	09	15		2017	09	15		a_transmis	L'exploitant a transmis une nouvelle version du plan de gestion en date du 15/09/2017.		
2003				2003				l__installation_d__une_troisième_rotative	Suite à l’installation d’une troisième rotative en 2003, les activités ont alors été réglementées par l’arrêté préfectoral du 23/01/2004 qui s’est substitué aux prescriptions techniques des deux précédents arrêtés.		
2016	11	28		2016	11	28		a_été_déposée	Une première version du plan de gestion du projet mêlant commerces, activités de bureaux et logements (parcelle AZ80) a été déposée par l’exploitant le 28/11/2016.		
2016	08	16		2016	08	16		a_été_délivré	Le récépissé de cessation d’activité a été délivré le 16/08/2016.		
2016	11	28		2016	11	28		a_été_déposée	Une première version du plan de gestion du projet de voirie a été déposée par l’exploitant le 28/11/2016.		
1987				1987				exploitait	Depuis 1987, la société LE MONDE IMPRIMERIE exploitait une imprimerie sur son site d’Ivry-sur-Seine.		'la société LE MONDE IMPRIMERIE'
2016	05	09		2016	05	09		Les_investigations_sur_les_sols	Les investigations sur les sols se sont déroulées le 9 mai 2016.		
2016	09	21		2016	09	21		la_visite	Suite à la visite d’inspection du 21 septembre 2016 relatif à la mise en sécurité du site, l’inspection des installations classées avait demandé à l’exploitant, dans son rapport daté du 18 octobre 2016, de fournir l’ensemble des justificatifs de la mise en sécurité du site.		
2017	08	11		2017	08	11		a_envoyé	Par courrier reçu le 11 août 2017, l’exploitant de la société Le Monde Imprimerie a envoyé les justificatifs, qui répondent à la demande formulée par l'inspection.		'la société Le Monde Imprimerie'
