Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2009	05	13		2009	05	13		a_transmis	La société a transmis le 13 mai 2009 un rapport de fin d'intervention : 90 % du linéaire des réseaux présents au droit du site a fait l'objet d'un curage.		'La société'
2007	02	08		2007	02	08		entrée_en_vigueur	La nouvelle méthodologie de gestion des sites pollués entrée en vigueur au 8 février 2007 a en effet mis l'accent sur le traitement des sources de pollution, et, en second lieu, le traitement des impacts.		
2009				2009				d__importants_travaux_de_dépollution	Les zones "Nord" et "Déchetterie" ont fait l'objet d'importants travaux de dépollution des sols respectivement sur les périodes 2009 à 2012, et 2012 - 2013.		
2009	02	06		2009	02	06		encadre	Ces propositions ont fait l'objet d'un arrêté préfectoral qui encadre les travaux à conduire sur le site en date du 6 février 2009.		
2012	06			2013	03			Les_travaux_de_réhabilitation	Les travaux de réhabilitation de la zone déchetterie, réalisés de juin 2012 à mars 2013, ont conduit à :		
2013				2013				et_les_travaux_ont_été_engagés	La demande a fait l'objet d'un arrêté préfectoral d'autorisation en 2013 et les travaux ont été engagés en 2013.		
2009	10			2009	10			Les_travaux_de_réhabilitation	Les travaux de réhabilitation de la zone Nord, réalisés d’octobre 2009 à septembre 2012, ont conduit à :		
2008				2008				non_curés_pendant	L’exploitant estime pouvoir récupérer entre 4 et 31 tonnes de sédiments pouvant contenir entre 0,2 kg et 1,1 kg de PCB. les travaux devront être réalisés courant 2016-début 2017 et ils consisteront à  effectuer un curage de la plonge canalisée située entre le point de rejet le plus en amont du site et la clôture Nord du site (510 m environ) ainsi que des derniers tronçons aval de réseau EP du site, non curés pendant l’été 2008 et débouchant dans la Plonge canalisée (180 m environ).	'PCB'	
2004	01			2004	01			devenu	Le site est le siège des activités de la société ALSTHOM sur Aix les Bains, devenu en janvier 2004 AREVA T&D, où sont fabriqués des postes blindés haute tension depuis 1985.		'la société ALSTHOM', 'AREVA T&D'
2014	02	18		2014	02	18		un_rapport_final	Les travaux de dépollution ont fait l’objet d’un rapport final de URS du 18/02/2014 (référence PAR-RAP-13-1178B), accompagné des documents suivants :		
2008				2008				boues_de_curage_ont_été_éliminées	Concernant la poursuite du curage des réseaux eaux pluviales du site (En 2008, les réseaux du site ont été curés à 90 % jusqu’à la canalisation appelée « la plonge canalisée » qui traverse le site et dans laquelle transite une partie des eaux du Tillet), 53,2 tonnes de boues de curage ont été éliminées et environ 750 kg de PCB éliminés avec les sédiments curés.	'750 kg'	
2008	01			2008	01			La_dernière_mesure	La dernière mesure de janvier 2008 met en évidence une remontée des teneurs à 310 µg/L.		
2009				2009				a_présenté	La société a présenté fin 2009 un rapport de caractérisation des sédiments des réseaux hors site.		
2008	04	16		2008	04	16		un_plan_de_gestion	Afin de répondre aux demandes de compléments attendus, la société AREVA T&D a remis un plan de gestion et une interprétation de l'état des milieux le 16 avril 2008, ainsi qu'un dossier de demande d'instauration de servitudes d'utilité publique.		'la société AREVA T&D'
2013				2013				ont_fait_l__objet	Les zones "Nord" et "Déchetterie" ont fait l'objet d'importants travaux de dépollution des sols respectivement sur les périodes 2009 à 2012, et 2012 - 2013.		
2005	07			2005	07			Un_diagnostic_approfondi	Un diagnostic approfondi et une évaluation détaillée des risques EDR ont été transmis en juillet 2005.		
2008				2008				la_poursuite_du_curage	Concernant la poursuite du curage des réseaux eaux pluviales du site (En 2008, les réseaux du site ont été curés à 90 % jusqu’à la canalisation appelée « la plonge canalisée » qui traverse le site et dans laquelle transite une partie des eaux du Tillet), 53,2 tonnes de boues de curage ont été éliminées et environ 750 kg de PCB éliminés avec les sédiments curés.	'750 kg'	
2002				2002				une_évaluation_simplifiée_des_risques	La société ALSTHOM a réalisé en 2002 à son initiative une évaluation simplifiée des risques ESR sur son site historique de fabrication de transformateurs.		'La société ALSTHOM'
2012	09			2012	09			Les_travaux_de_réhabilitation	Les travaux de réhabilitation de la zone Nord, réalisés d’octobre 2009 à septembre 2012, ont conduit à :		
2008	04	16		2008	04	16		gestion_du_site_remis	Les différentes possibilités de traitement des zones sources identifiées sont discutées dans le plan de gestion du site remis le 16 avril 2008.		
2013				2013				a_fait_l__objet_d_	La demande a fait l'objet d'un arrêté préfectoral d'autorisation en 2013 et les travaux ont été engagés en 2013.		
2009				2009				ont_fait_l__objet	Les zones "Nord" et "Déchetterie" ont fait l'objet d'importants travaux de dépollution des sols respectivement sur les périodes 2009 à 2012, et 2012 - 2013.		
2016				2016				les_travaux_devront_être_réalisés	L’exploitant estime pouvoir récupérer entre 4 et 31 tonnes de sédiments pouvant contenir entre 0,2 kg et 1,1 kg de PCB. les travaux devront être réalisés courant 2016-début 2017 et ils consisteront à  effectuer un curage de la plonge canalisée située entre le point de rejet le plus en amont du site et la clôture Nord du site (510 m environ) ainsi que des derniers tronçons aval de réseau EP du site, non curés pendant l’été 2008 et débouchant dans la Plonge canalisée (180 m environ).	'PCB'	
2012				2012				d__importants_travaux_de_dépollution	Les zones "Nord" et "Déchetterie" ont fait l'objet d'importants travaux de dépollution des sols respectivement sur les périodes 2009 à 2012, et 2012 - 2013.		
2012				2012				ont_fait_l__objet	Les zones "Nord" et "Déchetterie" ont fait l'objet d'importants travaux de dépollution des sols respectivement sur les périodes 2009 à 2012, et 2012 - 2013.		
2017				2017				les_travaux_devront_être_réalisés	L’exploitant estime pouvoir récupérer entre 4 et 31 tonnes de sédiments pouvant contenir entre 0,2 kg et 1,1 kg de PCB. les travaux devront être réalisés courant 2016-début 2017 et ils consisteront à  effectuer un curage de la plonge canalisée située entre le point de rejet le plus en amont du site et la clôture Nord du site (510 m environ) ainsi que des derniers tronçons aval de réseau EP du site, non curés pendant l’été 2008 et débouchant dans la Plonge canalisée (180 m environ).	'PCB'	
2003	07			2003	07			a_toutefois_été_atteint	Un pic a plus de 9000 µg/L a toutefois été atteint en juillet 2003.		
