Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
1996	04	03		1996	04	03		un_diagnostic_initial	Dans le cadre de la circulaire du 3 avril 1996, un diagnostic initial a été imposé à l'exploitant, à titre préventif par arrêté préfectoral du 17 avril 1998.		
1964				1964				déversements_accidentels	Ces activités ont été à l'origine de déversements accidentels ou d'épandages (en 1964, 1968, 1974 et 1990).		
1968				1968				déversements_accidentels	Ces activités ont été à l'origine de déversements accidentels ou d'épandages (en 1964, 1968, 1974 et 1990).		
2003	06			2003	06			Ces_travaux_ont_été_achevés	Ces travaux ont été achevés en juin 2003.		
2005	03	18		2005	03	18		un_rapport	Par ailleurs, dans un rapport du 18 mars 2005, l'inspection a proposé la mise en œuvre de restrictions d'usage du sol, par le biais de servitudes au profit de l’État, dont le projet a été transmis aux Services Fonciers.		
2000	02			2000	02			a_été_déposée	La phase A de l'étude de sols a été déposée en février 2000 et l'arrêt définitif déclaré le 1er juillet 2000.		
2002	12			2002	12			les_excavations	568 tonnes de pyrites ont, de plus, été extraites sur le site et les excavations ont été remblayées par des matériaux inertes, en décembre 2002 et janvier 2003.	'pyrites'	
2001	08	27		2001	08	27		Le_rapport_de	Le rapport de cette étude complémentaire a été déposé le 27 août 2001.		
1998	04	17		1998	04	17		un_diagnostic_initial	Dans le cadre de la circulaire du 3 avril 1996, un diagnostic initial a été imposé à l'exploitant, à titre préventif par arrêté préfectoral du 17 avril 1998.		
2006	01	23		2006	01	23		a_été_fait	Ce projet prévoit une inscription au registre des Hypothèques, ce qui a été fait le 23/01/2006.		
2003	01			2003	01			les_excavations	568 tonnes de pyrites ont, de plus, été extraites sur le site et les excavations ont été remblayées par des matériaux inertes, en décembre 2002 et janvier 2003.	'pyrites'	
2015				2015				Des_prélèvements_et_analyses	Des prélèvements et analyses des eaux souterraines ont eu lieu en 2015.		
2003	03			2003	03			a_été_renouvelée	En mars 2003, la charge de charbon actif saturée a été renouvelée après le passage de 1430 m3.	'charbon actif saturée'	
2000	07	1		2000	07	1		arrêt_définitif_déclaré	La phase A de l'étude de sols a été déposée en février 2000 et l'arrêt définitif déclaré le 1er juillet 2000.		
2002	08			2002	08			un_traitement	Depuis août 2002, un traitement de la contamination en trichloréthylène de la nappe a été mis en œuvre, par pompage au niveau du piézomètre ayant montré la plus forte concentration (environ 2 mg/l), puis filtration de l'eau sur charbons actifs, avant réinjection dans un autre ouvrage.	'trichloréthylène', 'charbons actifs'	
2000	12			2000	12			Une_étude_des_sols_devait_ainsi_être_produite	Une étude des sols devait ainsi être produite pour décembre 2000.		
2006	01	23		2006	01	23		prévoit	Ce projet prévoit une inscription au registre des Hypothèques, ce qui a été fait le 23/01/2006.		
2000	07	1		2000	07	1		Les_activités_de	Les activités de cette société ont cessé le 1er juillet 2000.		
