Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2011	03			2011	03			a_commencé	Après une longue procédure de contentieux administratif visant à déterminer la responsabilité de la surveillance du site, la SCI Marquet, propriétaire, a commencé en mars 2011 la surveillance des eaux prescrite par un arrêté du 20 février 2007.		
2002	06			2002	06			l__analyse	L'impact sur les eaux souterraines lors de l'analyse de juin 2002 est limité au piézomètre PZ1 avec une diminution des concentrations de 3 à 4 fois par rapport aux derniers prélèvements d'avril 2002, à l'exception du Benzène dont les concentrations restent stables.	'Benzène'	
2007	02	20		2007	02	20		la_surveillance_des_eaux_prescrite_par	Après une longue procédure de contentieux administratif visant à déterminer la responsabilité de la surveillance du site, la SCI Marquet, propriétaire, a commencé en mars 2011 la surveillance des eaux prescrite par un arrêté du 20 février 2007.		
2001				2001				a_cessé	Ce puits est situé dans l'enceinte d'une ancienne Installation classée pour la protection de l'Environnement ICPE soumise à déclaration dont le dernier exploitant est LA MURE (filiale de ELF), qui a cessé son activité en 2001 et réalisé les travaux de dépollution liés à cette activité en 2003.		'LA MURE', 'ELF'
1999	09	24		1999	09	24		Une_lettre	Une lettre du 24 septembre 1999 de la DRIRE à LA MURE a fait connaître à l'exploitant que le rapport est insuffisant sur plusieurs points.		'la DRIRE', 'LA MURE'
2001	03			2001	03			effectuées	Les analyses des prélèvements effectuées en mars 2001 jusqu’au fond du puits (4 échantillons entre 300 m et 750 m de profondeur) ont montré la présence de trois phases de produits organiques (dichlorométhane, chloroforme, trichloéthylène, dichlorobenzènes, benzène,…) :	'produits organiques', 'dichlorométhane', 'chloroforme', 'trichloéthylène', 'dichlorobenzènes', 'benzène'	
2003				2003				liés_à	Ce puits est situé dans l'enceinte d'une ancienne Installation classée pour la protection de l'Environnement ICPE soumise à déclaration dont le dernier exploitant est LA MURE (filiale de ELF), qui a cessé son activité en 2001 et réalisé les travaux de dépollution liés à cette activité en 2003.		'LA MURE', 'ELF'
1999	03	18		1999	03	18		à_cette_évaluation_transmis	Le rapport définitif relatif à cette évaluation transmis le 18/03/1999 proposait de mettre le site "en surveillance".		
2001	09	17		2001	09	17		a_transmis	Par ailleurs, par courrier du 17 septembre 2001, la société LA MURE a transmis à la DRIRE une proposition de programme de surveillance de la pollution.		'la société LA MURE', 'la DRIRE'
1998	05	04		1998	05	04		Une_évaluation_simplifiée_des_risques	Une évaluation simplifiée des risques (ESR) a été imposée par arrêté préfectoral du 4 mai 1998.		
								réalisé	- un contrôle, dont la périodicité reste à fixer, de la qualité des eaux du Gier en amont et en aval hydraulique du puits Couchoud comme réalisé en avril et mai 2001.		
2001	05			2001	05			réalisé	- un contrôle, dont la périodicité reste à fixer, de la qualité des eaux du Gier en amont et en aval hydraulique du puits Couchoud comme réalisé en avril et mai 2001.		
2001	12	17		2001	12	17		a_été_prescrit	Par arrêté préfectoral du 17 décembre 2001, il a été prescrit à la Société LA MURE :		'la Société LA MURE'
2001	07	04		2001	07	04		L__étude	L’étude hydrogéologique complémentaire réalisée par le cabinet GERSTER a été remise à la DRIRE le 4 juillet 2001.		'le cabinet GERSTER', 'la DRIRE'
