Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
1982				1982				le_réaménagement	En 1982, le préfet impose également (par arrêté préfectoral) le réaménagement et la surveillance du site ainsi que l’évacuation et le traitement des eaux.		'le préfet'
1997	08	07		1997	08	07		Ces_mesures_conservatoires_ont_été_reconduites	Ces mesures conservatoires ont été reconduites par périodes de 2 ans successives par arrêtés préfectoraux en date des 7 août 1997, 26 juillet 1999 et 23 juillet 2001 puis pour 5 ans par les arrêtés préfectoraux en date des 08 août 2003 et du 23 septembre 2008, puis pour 3 ans par l’arrêté préfectoral du 16 décembre 2011.		
1930				1975				à_été_exploité	Le site à été exploité de 1930 à 1975 par la société des ANCIENNES BRIQUETERIES LYONNAISES (ou ABL) en tant que carrière d'argile.		'la société des ANCIENNES BRIQUETERIES LYONNAISES'
2001	07	23		2001	07	23		Ces_mesures_conservatoires_ont_été_reconduites	Ces mesures conservatoires ont été reconduites par périodes de 2 ans successives par arrêtés préfectoraux en date des 7 août 1997, 26 juillet 1999 et 23 juillet 2001 puis pour 5 ans par les arrêtés préfectoraux en date des 08 août 2003 et du 23 septembre 2008, puis pour 3 ans par l’arrêté préfectoral du 16 décembre 2011.		
1975	07	11		1975	07	11		obtient	Le 11/07/1975, DS obtient un arrêté préfectoral d'autorisation d'exploiter pour une décharge de déchets divers assimilables aux résidus urbains.	'décharge de déchets divers', 'résidus urbains'	
1980	06	12		1980	06	12		suspend_l__exploitation	Le Préfet suspend l'exploitation de la décharge en date du 12/06/1980.		'Le Préfet'
1981	07			1981	07			est_mise_en_place	Une couverture argileuse est mise en place par dessus celle-ci durant les mois de juin et de juillet 1981.		
								Ces_mesures_conservatoires_ont_été_reconduites	Ces mesures conservatoires ont été reconduites par périodes de 2 ans successives par arrêtés préfectoraux en date des 7 août 1997, 26 juillet 1999 et 23 juillet 2001 puis pour 5 ans par les arrêtés préfectoraux en date des 08 août 2003 et du 23 septembre 2008, puis pour 3 ans par l’arrêté préfectoral du 16 décembre 2011.		
				2008	09	23		Ces_mesures_conservatoires_ont_été_reconduites	Ces mesures conservatoires ont été reconduites par périodes de 2 ans successives par arrêtés préfectoraux en date des 7 août 1997, 26 juillet 1999 et 23 juillet 2001 puis pour 5 ans par les arrêtés préfectoraux en date des 08 août 2003 et du 23 septembre 2008, puis pour 3 ans par l’arrêté préfectoral du 16 décembre 2011.		
1975	07	11		1975	07	11		rappelle	Suite à des plaintes portés par les riverains en décembre 1976 et septembre 1977, le Préfet du Rhône rappelle la société SOPALUNA de son devoir d’obéir aux prescriptions de l'arrêté du 11/07/1975.		'le Préfet du Rhône', 'la société SOPALUNA'
1975	11	03		1975	11	03		a_été_ouverte_en	La décharge a été ouverte en date du 3/11/1975.		
1975	07	18		1975	07	18		Elle_sous_louera	Elle sous-louera son droit à la société SOPALUNA le 18/07/1975.		'la société SOPALUNA'
1991				1991				a_été_construites	Une station de collecte et de traitement des lixiviats a été construites en 1991 sur le site par ELIPOL.		'ELIPOL'
2014	10	14		2014	10	14		Le_rapport	Le rapport de l’inspection du 14 octobre 2014 avait pour but de faire le point sur le site et notamment la prolongation des missions sous tutelle de l’ADEME.		
				1999	07	26		Ces_mesures_conservatoires_ont_été_reconduites	Ces mesures conservatoires ont été reconduites par périodes de 2 ans successives par arrêtés préfectoraux en date des 7 août 1997, 26 juillet 1999 et 23 juillet 2001 puis pour 5 ans par les arrêtés préfectoraux en date des 08 août 2003 et du 23 septembre 2008, puis pour 3 ans par l’arrêté préfectoral du 16 décembre 2011.		
2013				2013				a_mené_deux_études	En 2013, ARCADIS a mené deux études sur la diminution du volume de lixiviats produits :		'ARCADIS'
								est_mise_en_place	Une couverture argileuse est mise en place par dessus celle-ci durant les mois de juin et de juillet 1981.		
2008	10	03		2008	10	03		ont_fait_l__objet_d_	Ces investigations ont fait l'objet d'un rapport rédigé en date du 03/10/2008.		
1996	12	23		1996	12	23		a_été_déclarée_en_liquidation_judiciaire	Le 23 décembre 1996, la société ELIPOL a été déclarée en liquidation judiciaire.		'la société ELIPOL'
2003	08	08		2003	08	08		Ces_mesures_conservatoires_ont_été_reconduites	Ces mesures conservatoires ont été reconduites par périodes de 2 ans successives par arrêtés préfectoraux en date des 7 août 1997, 26 juillet 1999 et 23 juillet 2001 puis pour 5 ans par les arrêtés préfectoraux en date des 08 août 2003 et du 23 septembre 2008, puis pour 3 ans par l’arrêté préfectoral du 16 décembre 2011.		
2003	2002			2003	2002			s__est_établie	La production d'effluents s'est établie en 2002/2003 à environ 19 m3/j, en augmentation constante depuis 1990.		
1986	07	22		1986	07	22		tombe_en_liquidation_judiciaire	La société SOPALUNA tombe en liquidation judiciaire le 22/07/1986.		'La société SOPALUNA'
