Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2011	10			2011	10			une_étude_historique	* En octobre 2011, une étude historique a été réalisée par SITA Remediation (rapport du 3 novembre 2011).		'SITA Remediation'
2013	01			2013	01			rapport	* Des investigations complémentaires et une analyse des risques résiduels a été réalisée par SITA Remediation (rapport de janvier 2013), afin de vérifier la compatibilité de la qualité des milieux dans le cadre de l'usage et les aménagements futurs du site (usage comparable à la dernière période d'exploitation et implantation d'un futur bâtiment dans l'ancienne zone des cuves).		'SITA Remediation'
2013	07			2013	07			de_la_campagne	Nous notons que les niveaux de la plupart des polluants sont stables au droit du site, sauf lors de la campagne de juillet 2013 pour laquelle une augmentation de polluants est détectée.	'polluants', 'polluants'	
2014				2014				issue_des_5_campagnes_d__analyses	A l’issue des 5 campagnes d'analyses de 2013 et 2014, ainsi que des 2 campagnes effectuées précédemment, le bureau d’étude conclut dans son rapport du 28 mai 2014 :		
2014	03	03		2014	03	03		a_tranmis	L'exploitant a tranmis le 3 mars 2014, le résultat de la 9ème campagne de suivi de la qualité des eaux souterraines et le résultat de la 7ème campagne de suivi de la qualité des gaz du sol.		
2013	01			2013	01			Des_investigations_complémentaires	* Des investigations complémentaires et une analyse des risques résiduels a été réalisée par SITA Remediation (rapport de janvier 2013), afin de vérifier la compatibilité de la qualité des milieux dans le cadre de l'usage et les aménagements futurs du site (usage comparable à la dernière période d'exploitation et implantation d'un futur bâtiment dans l'ancienne zone des cuves).		'SITA Remediation'
2012	01			2012	01			un_diagnostic_de_sols	* En janvier 2012, un diagnostic de sols a été réalisé par SITA Remediation (rapport du 23 janvier 2012).		'SITA Remediation'
								après_les_travaux_de_démantèlement	Les objectifs des investigations complémentaires de terrain effectuées le 15 novembre 2012 étaient de préciser la qualité résiduelle des milieux sur le site (gaz du sol et eaux souterraines, après les travaux de démantèlement et de dépollution effectués en mars et mai 2012).		
2012	05			2012	05			après_les_travaux_de_démantèlement	Les objectifs des investigations complémentaires de terrain effectuées le 15 novembre 2012 étaient de préciser la qualité résiduelle des milieux sur le site (gaz du sol et eaux souterraines, après les travaux de démantèlement et de dépollution effectués en mars et mai 2012).		
2014				2014				été_transmis	Les résultats de la dernière campagne d'analyse effectuée fin 2014, n'ont pas encore été transmis.		
2012	01	23		2012	01	23		un_diagnostic_de_sols	* En janvier 2012, un diagnostic de sols a été réalisé par SITA Remediation (rapport du 23 janvier 2012).		'SITA Remediation'
2012	09			2012	09			____suivi_environnemental	* En septembre 2012 : suivi environnemental de travaux de fermeture et gestion de terres polluées par SITA Remediation.		'par SITA Remediation'
2016	12	09		2016	12	09		a_été_proposé	Un projet d'arrêté de servitudes d'utilité publique a été proposé le 9 décembre 2016.		
2012	11	15		2012	11	15		des_investigations_complémentaires_de_terrain	Les objectifs des investigations complémentaires de terrain effectuées le 15 novembre 2012 étaient de préciser la qualité résiduelle des milieux sur le site (gaz du sol et eaux souterraines, après les travaux de démantèlement et de dépollution effectués en mars et mai 2012).		
2012	11	15		2012	11	15		Une_campagne_de_prélèvements_a_été_réalisée	Une campagne de prélèvements a été réalisée le 15 novembre 2012 (6 piézomètres et le piézair).		
2015	10			2015	10			ont_été_transmis	Par ailleurs, un bilan quadriennal de la surveillance des eaux souterraines et une mise à jour de l'analyse des risques résiduels ont été transmis par l'exploitant en octobre 2015.		
2013				2013				issue_des_5_campagnes_d__analyses	A l’issue des 5 campagnes d'analyses de 2013 et 2014, ainsi que des 2 campagnes effectuées précédemment, le bureau d’étude conclut dans son rapport du 28 mai 2014 :		
2015	10			2015	10			a_sollicité_l_	L'exploitant a sollicité l'instauration de servitudes d'utilité publique en octobre 2015.		
2016	09	08		2016	09	08		L__arrêt	L'arrêt de la surveillance des eaux souterraines et des gaz du sol a été actée par courrier le 8 septembre 2016.		
2012	09			2012	09			a_été_démantelée	La totalité des installations pétrolières a été démantelée en septembre 2012 et les zones excavées remblayées. 1463,90 tonnes de terres polluées ont été envoyées en biocentre et 1,8 tonnes de phase libre a été envoyée pour traitement physico-chimique.		
2012	11	05		2012	11	05		ont_été_implantés	Le 5 novembre 2012, trois nouveaux piézomètres et un piézair ont été implantés au droit de l’ancienne station-service.		
2011	11	03		2011	11	03		une_étude_historique	* En octobre 2011, une étude historique a été réalisée par SITA Remediation (rapport du 3 novembre 2011).		'SITA Remediation'
2014	11			2014	11			la_campagne	-qu'aucun impact des eaux souterraines n'est détecté depuis le début du suivi: des traces d'ETBE et MTBE ont été mises en évidence sur la campagne de novembre 2014 (Pz1 et Pz4)	'ETBE', 'MTBE'	
