Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
								a_été_mis_en_exploitation	Le site a été mis en exploitation dans les années 1970 par M.		
2008	11	26		2008	11	26		du_constat	A la suite du constat, le 18 novembre 2008, d’émissions atmosphériques importantes de dioxines et PCB sur le site, la DDSV a mené le 26 novembre 2008 une surveillance sur le lait de l’exploitation agricole voisine.	'dioxines', 'PCB'	'la DDSV'
2010	01	18		2010	01	18		_	- 18 janvier 2010 : arrêté préfectoral (2010/0002) de mise en demeure de procéder à la cessation définitive d’activité pour les installations de récupération de métaux non utilisées depuis plus de 3 ans,		
2017	03	23		2017	03	23		a_été_signé	Un arrêté portant exécution par l'ADEME de travaux d'office a été signé le 23 mars 2017.		
2014	01			2014	01			a_été_transmis_après_validation	Le rapport “Interprétation des milieux et étude hydrogéologique” du 10 octobre 2013 correspondant aux études des phases 3, 4 et 5 a été transmis après validation par l’ADEME en janvier 2014.		
2001				2001				était_réalisée	L'opération était réalisée en 2001 et le site considéré comme compatible pour un nouvel usage industriel.		
2008	08	22		2008	08	22		l__incendie	À la suite de l’incendie du 22 août 2008 sur la parcelle AO132 et des conséquences constatées, les actes administratifs suivants ont été pris :		
2009	05	29		2009	05	29		_	- 29 mai 2009 : arrêté préfectoral (2009/0309) de mise en demeure relatif à la surveillance des eaux souterraines, à l’évacuation des déchets, aux prélèvements et analyses dans les eaux superficielles ainsi qu’au décapage des fossés.		
2008	12	24		2008	12	24		_	- 24 décembre 2008 : arrêté préfectoral (2008/1417) portant mesures d’urgence (prélèvements et analyses de sols profonds et superficiels, de végétaux, d’eaux superficielles et souterraines, décapage des fossés et de la parcelle n°132),		
2012	06			2012	06			Les_rapports	Les rapports d’interprétation de l’état des milieux établis par le bureau d’études URS correspondant aux phases 1 et 2 (datés de novembre 2011 et janvier 2012) ont été transmis après validation par l’ADEME en juin 2012.		'URS'
2005				2005				repris	Un projet ECODEC en 2003 pour y implanter les équipements de traitement de terres polluées n'aboutissait pas suite à l'opposition publique, projet repris en 2005 par SERDEX, filiale de SERPOL pour être abandonné.		'ECODEC', 'SERDEX', 'SERPOL'
2010	04	16		2010	04	16		_	- 16 avril 2010 : arrêté préfectoral portant consignation de somme pour un montant de 1 920 000 euros, visant le liquidateur judiciaire de la société Vitale Recyclage, correspondant à la réalisation d’une étude de compatibilité des milieux avec les usages et à l’élimination des terres polluées sur la parcelle n°132 pour atteindre une teneur résiduelle de 1 mg/kg en PCBi.	'kg en'	'judiciaire de la société Vitale Recyclage'
2008	08	22		2008	08	22		un_incendie_débuté	Une importante pollution des sols en dioxines et PCB a été identifiée sur la parcelle AO132, exploitée pour le stockage, suite à un incendie débuté le 22 août 2008.	'dioxines', 'PCB'	
1999				1999				Cette_étude_rendue	Cette étude rendue en 1999 mettait en évidence comme polluants le plomb, les hydrocarbures et les PCB.	'plomb', 'hydrocarbures', 'PCB'	
2008	09	03		2008	09	03		____arrêté_préfectoral	- 3 septembre 2008 : arrêté préfectoral de mise en demeure de régulariser, arrêté préfectoral de suspension d’activité, arrêté préfectoral portant mesure d’urgence (nettoyage et élimination des déchets sur le site incendié),		
2008	11			2008	11			s__est_ensuite_consumé_lentement	Le stock s’est ensuite consumé lentement jusqu’à début décembre, largement ralenti par les fortes pluies de novembre 2008.		
2016	02	18		2016	02	18		a_été_transmis	Le compte-rendu d’intervention terminée en date du 17 février 2016 a été transmis par l'ADEME à l’inspection le 18 février 2016.		
								à_la_mise_en	- 4 février 2010 : arrêté préfectoral portant consignation de somme pour la surveillance des eaux souterraines (campagne été 2009) faisant suite à la mise en demeure du 21 octobre 2009.		
2008	08	22		2008	08	22		un_incendie_s_	Le 22 août 2008, un incendie s'est déclaré sur le site de la société VITALE RECYCLAGE à St-Cyprien (42).		'la société VITALE RECYCLAGE'
				2008	12			Ce_feu	Ce feu a duré jusqu'à début décembre 2008.		
2009	06	12		2009	06	12		_	- 12 juin 2009 : arrêté préfectoral de mise en demeure rapportant à 7 jours le délai d’un mois fixé à l’APMD du 29 mai susvisé,		
2009				2009				__campagne	- 4 février 2010 : arrêté préfectoral portant consignation de somme pour la surveillance des eaux souterraines (campagne été 2009) faisant suite à la mise en demeure du 21 octobre 2009.		
								s__est_ensuite_consumé_lentement	Le stock s’est ensuite consumé lentement jusqu’à début décembre, largement ralenti par les fortes pluies de novembre 2008.		
2011	11			2011	11			Les_rapports	Les rapports d’interprétation de l’état des milieux établis par le bureau d’études URS correspondant aux phases 1 et 2 (datés de novembre 2011 et janvier 2012) ont été transmis après validation par l’ADEME en juin 2012.		'URS'
2013				2013				m_a_été_en_grande_partie_utilisée	La zone des 200 m a été en grande partie utilisée pour la réalisation d’un parc photo-voltaïque en 2013.		
1990	01			1990	01			un_changement	En janvier 1990 intervient un changement d'exploitant au bénéfice de la société ECOLEC.		'la société ECOLEC'
2009	06	23		2009	06	23		_	- 23 juin 2009 : arrêté préfectoral portant consignation de somme pour l’élimination des déchets,		
2009				2009				à_la_mise_en	- 4 février 2010 : arrêté préfectoral portant consignation de somme pour la surveillance des eaux souterraines (campagne été 2009) faisant suite à la mise en demeure du 21 octobre 2009.		
2017	01	05		2017	01	05		a___par_courrier	En réponse au courrier du préfet de la Loire du 30 novembre 2016 à madame la ministre de l’écologie du développement durable et de l’énergie, la direction générale de la prévention des risques a, par courrier du 5 janvier 2017, donné son accord pour une intervention de l'ADEME portant sur les travaux.		'préfet de la Loire'
2009	10	21		2009	10	21		_	- 21 octobre 2009 : arrêté préfectoral (2009/0611) de mise en demeure relatif à la surveillance des eaux souterraines (campagne été 2009), la réalisation d’une étude de compatibilité des milieux avec les usages ainsi que le décapage de la parcelle n°132 jusqu’à une teneur résiduelle en PCBi de 1mg/kg et l’élimination des terres polluées dans des filières adaptées,	'en PCBi'	
2008	11	18		2008	11	18		du_constat	A la suite du constat, le 18 novembre 2008, d’émissions atmosphériques importantes de dioxines et PCB sur le site, la DDSV a mené le 26 novembre 2008 une surveillance sur le lait de l’exploitation agricole voisine.	'dioxines', 'PCB'	'la DDSV'
2009	05	29		2009	05	29		l__arrêté_de_mise_en_demeure	Ces actes, notamment les sanctions administratives qui ont suivi l’arrêté de mise en demeure du 29 mai 2009 ont permis l’intervention de l’ADEME pour l’évacuation des déchets restant sur la parcelle n°132.		
2006	07			2006	07			était_délivré	En juin 2006, la reprise du site par Vitale Recyclage était actée par un changement d'exploitant et un récépissé était délivré en juillet 2006 pour l'activité de broyage et stockage de bois de récupération.		'Vitale Recyclage'
2008	08	29		2008	08	29		_	- 29 août 2008 : arrêté préfectoral portant mesures d’urgence (prélèvements et analyses de sols et eaux),		
2010	12	10		2010	12	10		a_donné	Par lettre du 10 décembre 2010, le ministère de l’écologie, du développement durable, des transports et du logement a donné son accord pour une première phase d’intervention de l’ADEME		'ADEME'
2011	03	28		2011	03	28		ont_été_signés	Deux arrêtés d’occupation temporaire et de réalisation de travaux d’office ont été signés le  28 mars 2011 pour permettre l’intervention de l’ADEME.		
1989	07			1989	07			a_été_autorisée	L'activité de broyage de radiateurs a été autorisée en juillet 1989.		
				2008	10	17		AMPASEL_est_intervenue	Sollicitée dans le cadre de la cellule d’intervention de la DRASS, l’AMPASEL est intervenue du 15 septembre au 17 octobre 2008 afin de réaliser des mesures d’air sur site et hors site.		'la DRASS'
2008	08			2008	08			ont_entraîné_une_forte	En effet, les quantités d’eau importantes utilisées par le service départemental d’incendie et de secours sur une semaine environ ont entraîné une forte mortalité piscicole sur les étangs de Veauchette fin août 2008, ce qui a amené les pompiers à changer de stratégie.		
2010	10	14		2010	10	14		a_analysé	Par rapport du 14 octobre 2010, l’inspection des installations classées a analysé et validé la proposition de l’ADEME (du 16 septembre 2010) constituant une première tranche d’études.		
								l__incendie_a_été_géré	Début septembre, l’incendie a été géré en isolant le foyer du reste du stockage pour le laisser se consumer.		
1999	06			1999	06			un_diagnostic_de_sol	Suite à la demande de l'administration par Arrêté Préfectoral du 14/04/1997, l'exploitant a produit un diagnostic de sol et une étude simplifiée des risques (ESR) en juin 1999.		
2012	01			2012	01			Les_rapports	Les rapports d’interprétation de l’état des milieux établis par le bureau d’études URS correspondant aux phases 1 et 2 (datés de novembre 2011 et janvier 2012) ont été transmis après validation par l’ADEME en juin 2012.		'URS'
								était_réalisé_à_l__air_libre	A la fin des années 1970, le brûlage de cables pour récupérer les métaux était réalisé à l'air libre.		
2017	03	23		2017	03	23		a_été_pris	Pour permettre l'intervention de l'agence, un arrêté préfectoral d'occupation des sols a été pris le 23 mars 2017 au bénéfice de l'ADEME et des entreprises mandatées par elle.		
								ont_alors_changé	Les pompiers ont alors changé de stratégie fin août pour tenter d'éteindre l'incendie en isolant le foyer du reste du stockage pour le laisser se consumer.		
