Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2004	04			2004	04			une_étude_hydrogéologique	Avant d’entreprendre un diagnostic approfondi et une évaluation détaillée des risques, une étude hydrogéologique supplémentaire a été réalisée en avril 2004 au droit du site et de ses alentours afin de s’assurer de la réalité des transferts, notamment la prise en compte du rôle du canal latéral à la Garonne et une évaluation des cibles potentielles.		
2009				2009				Des_travaux_d__excavation	Des travaux d'excavation de terres polluées ont également été effectués en 2009 au droit de l'ancien poste de chargement camion libre service afin de supprimer la principale source de pollution identifiée sur le site.		
2010	11	08		2010	11	08		est_actuellement_réglementé	Ce dépôt est actuellement réglementé par l’arrêté préfectoral n° 134 du 5 août 1998, modifié par les arrêtés préfectoraux complémentaires n° 86 du 18 août 2004, du 8 novembre 2010, du 5 décembre 2011, du 31 juillet 2014, du 19 mai 2016 et du 18 juin 2018.		
2012	04	03		2012	04	03		a_été_signé	L'arrêté préfectoral approuvant le PPRT du site a été signé le 3 avril 2012.		
2014	07	31		2014	07	31		est_actuellement_réglementé	Ce dépôt est actuellement réglementé par l’arrêté préfectoral n° 134 du 5 août 1998, modifié par les arrêtés préfectoraux complémentaires n° 86 du 18 août 2004, du 8 novembre 2010, du 5 décembre 2011, du 31 juillet 2014, du 19 mai 2016 et du 18 juin 2018.		
2004	08	31		2004	08	31		a_demandé	En conséquence, par courrier du 31 août 2004, l’inspection des installations classées a demandé à l’exploitant d’engager un diagnostic approfondi et une évaluation détaillée des risques du site quant à la ressource en eau.		
2004	11			2004	11			campagne_de	Les investigations réalisées sur les eaux souterraines (campagne de novembre 2004) montraient cependant un impact faible sur la qualité des eaux en limite du site et l’absence de contamination de la nappe par des hydrocarbures en aval du site.	'hydrocarbures'	
1972				1972				exploite	La Société TOTAL exploite depuis 1972 à Lespinasse, le long de la Nationale 20 un dépôt relais de produits pétroliers associé à des installations de déchargement de wagons citernes et de chargement de camions citernes et destiné à l'alimentation en carburants des stations-service de la région ainsi que de l'aéroport de Toulouse/Blagnac.	'carburants'	'La Société TOTAL'
2004	08	18		2004	08	18		est_actuellement_réglementé	Ce dépôt est actuellement réglementé par l’arrêté préfectoral n° 134 du 5 août 1998, modifié par les arrêtés préfectoraux complémentaires n° 86 du 18 août 2004, du 8 novembre 2010, du 5 décembre 2011, du 31 juillet 2014, du 19 mai 2016 et du 18 juin 2018.		
1992				1992				survenus	Un diagnostic de l’état des pollutions du sol et de la nappe réalisé en décembre 1999 a répertorié deux incidents survenus durant l'année 1992 :		
2004	08	18		2004	08	18		a_procédé	Depuis, suite à l'arrêté préfectoral du 18 août 2004, l'exploitant a procédé à la réfection du réseau eaux pluviales ce qui a conduit à supprimer les points d'infiltration suspectés d'être à l'origine de la pollution.		
1999				1999				du_diagnostic_initial	Ce diagnostic met en évidence l’existence de deux sources de pollution (les mêmes que lors du diagnostic initial de 1999).		
1999	12			1999	12			l__évaluation_simplifiée_des_risques	Le diagnostic et l’évaluation simplifiée des risques de décembre 1999 n’ont pas mis en évidence dans les sols de teneurs en hydrocarbures totaux, hydrocarbures aromatiques (BTEX), métaux et soufre supérieures à 2500 mg/kg,valeur de référence en vigueur à cette date (VDSS) permettant de considérer le sol comme directement source de pollution au sens de la méthodologie nationale de l'évaluation simplifiée des risques .	'hydrocarbures totaux', 'hydrocarbures aromatiques', 'BTEX ) , métaux', 'soufre'	
2016	05	19		2016	05	19		est_actuellement_réglementé	Ce dépôt est actuellement réglementé par l’arrêté préfectoral n° 134 du 5 août 1998, modifié par les arrêtés préfectoraux complémentaires n° 86 du 18 août 2004, du 8 novembre 2010, du 5 décembre 2011, du 31 juillet 2014, du 19 mai 2016 et du 18 juin 2018.		
2018	06			2018	06			la_dernière_campagne_de_contrôle	La surveillance des eaux souterraines est réalisée à une fréquence trimestrielle et la dernière campagne de contrôle de juin 2018 confirme une situation stable : la qualité des eaux de l'ensemble des piézomètres contrôlés est conforme aux valeurs fixées par l'arrêté préfectoral du 05/08/98 et les concentrations en hydrocarbures et BTEX sur les 2 piézomètres extérieurs au site sont inférieures au seuil de détection.	'hydrocarbures', 'BTEX'	
1996	04	03		1996	04	03		a_demandé	Les activités exercées sur ce site étant susceptibles d'avoir été à l'origine d'une pollution éventuelle du sol, l'inspection des installations classées, dans le cadre de l'application de la circulaire du 3 avril 1996, a demandé à l'exploitant de procéder à une étude de sols (diagnostic initial et évaluation simplifiée des risques).		
2018	06	18		2018	06	18		est_actuellement_réglementé	Ce dépôt est actuellement réglementé par l’arrêté préfectoral n° 134 du 5 août 1998, modifié par les arrêtés préfectoraux complémentaires n° 86 du 18 août 2004, du 8 novembre 2010, du 5 décembre 2011, du 31 juillet 2014, du 19 mai 2016 et du 18 juin 2018.		
2005	01	31		2005	01	31		a_reçu	L’inspection des installations classées a reçu le rapport de synthèse documentaire et de diagnostic approfondi le 31 janvier 2005.		
