Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2014	09	02		2014	09	02		La_visite	La visite du site le 2 septembre 2014 a permis de constater le retrait des déchets du site, la mise en sécurité de deux bassins décaissés par la pose de planches pour éviter les chutes et une signalisation de ces zones interdites d‘accès par rubanage ainsi que la mise en place de planches sur les regards d’égout dépourvus de plaque.		
2012	11	12		2012	11	12		à_donné_son_accord	En plus des recours engagés à l’encontre du propriétaire, le ministère chargé de l’environnement à donné son accord à l’intervention de l’ADEME le 12 novembre 2012.		'le ministère chargé'
2009	08	31		2009	08	31		réalise_une_visite	Le 31 août 2009, l’inspection des installations classées réalise une visite sur le site de la société BIO COS NATURA et constate :		'la société BIO COS NATURA'
2013	03	08		2013	03	08		ont_été_signés	Les arrêtés préfectoraux d'exécution de travaux d'office par l'ADEME tendant à la mise en sécurité du site et d'occupation temporaire des sols au profit de l'ADEME ont été signés par le préfet d’Eure et Loir le 8 mars 2013.		'le préfet d’ Eure'
2014	08			2014	08			Les_travaux_de_mise_en_sécurité	Les travaux de mise en sécurité du site par l’enlèvement des déchets ont été menés par l'ADEME d’avril à août 2014.		
2010	12	24		2010	12	24		L__insolvabilité	L’insolvabilité de l’exploitation a été actée le 24 décembre 2010.		
2005	10	06		2005	10	06		exerçait	Cette société exerçait des activités de réception et le tri de déchets de l’industrie papetière et divers plastiques usagés, le broyage et l’extrusion de plastiques de récupération en vue de leur recyclage en plasturgie et était titulaire d’un récépissé de déclaration datant du 6 octobre 2005.		
								Les_travaux_de_mise_en_sécurité	Les travaux de mise en sécurité du site par l’enlèvement des déchets ont été menés par l'ADEME d’avril à août 2014.		
2009	08	19		2009	08	19		un_incendie_est_survenu	Le 19 août 2009, un incendie est survenu sur la plate-forme de compostage attenante, exploitée par la société NATURA VERDE.		'la société NATURA VERDE'
2006	05	04		2006	05	04		__à_été_acquis_par	Le site, situé  rue des Livraindière dans la zone industrielle Nord de Dreux (28100) à été acquis par la SCI Ange et Lusse le 4 mai 2006. (Ancien propriétaire VALEO câblage).		'par la SCI Ange', 'propriétaire VALEO câblage'
2009	09	17		2009	09	17		Les_mesures_de_mises_en_sécurité	Les mesures de mises en sécurité du site suivantes ont été prescrites à l'encontre du liquidateur de la société BIO COS NATURA, par arrêtés préfectoraux d'urgence du 17 septembre 2009, de mise en demeure du 3 octobre 2009, de consignation de fonds du 19 avril 2010 :		'la société BIO COS NATURA'
2009	07	15		2009	07	15		est_en_situation_de_liquidation_judiciaire	La société BIO COS NATURA, dont le siège social est 4, rue de la 1ère Armée 68240 Sigolsheim et dont le gérant était M Frédéric HAASE, est en situation de liquidation judiciaire depuis le 15 juillet 2009.		'La société BIO COS NATURA', 'Frédéric HAASE'
2013	06	10		2013	06	10		Un_jugement	Un jugement du 10 juin 2013 du tribunal correctionnel de Chartres a condamné l'exploitant à 9 mois d’emprisonnement, 15 000 € d’amende et à la remise en état du site à ses frais pour avoir accumulé 20 000 m3 de déchets non autorisés sur le site.		
