Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2013	05	23		2013	05	23		a_donné_son_accord_par_courrier	Le ministère a donné son accord par courrier du 23 mai 2013.		
2010				2010				a_donc_été_mise_en_œuvre	Une procédure de demande d'intervention de l'Ademe a donc été mise en œuvre en 2010.		
2012	12			2012	12			a_acquis	La commune d'Arc les Gray a acquis les terrains en décembre 2012, en vue de le réaménager (démolition de bâtiments, création d'un parking et d'un parc urbain notamment).		
1963				1963				implantée	L'activité de la sté SOMOGAL implantée depuis 1963 était le traitement de surface de pièces métalliques, plus particulièrement la sous-traitance de pièces automobiles.		'la sté SOMOGAL'
2014				2014				des_travaux_de_démolition	En 2014, la commune a réalisé des travaux de démolition des bâtiments, ce qui a retardé l'intervention de l'ADEME.		
2000	07	18		2000	07	18		a_été_prescrite	Considérant la nature des activités exercées et l'environnement du site, une étude de sol avec évaluation simplifiée des risques a été prescrite à l'exploitant le 18/07/2000.		
2007	06	15		2007	06	15		a_été_pris	Le mandataire liquidateur a été mis en demeure le 21/09/2006 de mettre le site en sécurité et d'éliminer les déchets et produits dangereux encore présents sur le site puis, un arrêté de consignation portant sur 500 000 euros a été pris le 15/06/2007 pour satisfaire aux prescriptions de l'arrêté non respecté.	'les déchets', 'produits dangereux'	
2000	09	1		2000	09	1		la_mise_en_place_d__une	Parallèlement et par le même acte administratif a été demandée la mise en place d'une surveillance des eaux souterraines pour le 1er septembre 2000.		
2001	10			2001	10			L__étude_de_sol	L'étude de sol a été remise en octobre 2001.		
2012	03			2012	03			Les_travaux_de_mise_en_sécurité	Les travaux de mise en sécurité ont été achevé fin mars 2012, conformément aux dispositions de l'arrêté préfectoral de travaux d'office.		
2013	02			2013	02			a_été_remis_en	Le rapport de restitution de l'Ademe a été remis en février 2013.		
2013	03	11		2013	03	11		a_sollicité	Par courrier du 11 mars 2013, le Préfet a sollicité le ministère de l'écologie dans le but de faire intervenir l'ADEME en ce sens.		'le Préfet'
2006	09	21		2006	09	21		a_été_mis_en_demeure	Le mandataire liquidateur a été mis en demeure le 21/09/2006 de mettre le site en sécurité et d'éliminer les déchets et produits dangereux encore présents sur le site puis, un arrêté de consignation portant sur 500 000 euros a été pris le 15/06/2007 pour satisfaire aux prescriptions de l'arrêté non respecté.	'les déchets', 'produits dangereux'	
2006				2006				a_été_placé_en_liquidation_judiciaire	L'établissement a été placé en liquidation judiciaire en 2006.		
				2005	12			a_été_effective	La surveillance des eaux souterraines a été effective jusqu'en décembre 2005 jusqu'aux difficultés rencontrées par l'entreprise(cf. ci-dessus).		
2013	07	11		2013	07	11		ont_été_signés	Les arrêtés préfectoraux de travaux d'office et d'occupation temporaire des sols pour une durée de 18 mois ont été signés le 11 juillet 2013.		
2015				2015				La_première_campagne_de_prélèvements_a_été_réalisée	La première campagne de prélèvements a été réalisée au printemps 2015, la seconde est prévue à l'automne.		
